total_area,kitchen_area,rooms,floor,floors_total,ceiling_height,house_year_clean,renovation_ord,district_Алатауский р-н,district_Алмалинский р-н,district_Ауэзовский р-н,district_Бостандыкский р-н,district_Жетысуский р-н,district_Медеуский р-н,district_Наурызбайский р-н,district_Турксибский р-н,dist_to_metro_km,schools_count,universities_count,malls_count,parks_count,kindergarten_density,has_complex,balcony_count,parking_level,price_clean
48.0,11.0,2.0,8.0,9.0,2.7,2024,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,32999999
61.2,11.0,2.0,4.0,9.0,2.7,2025,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,1,54500000
51.3,13.64,1.0,2.0,6.0,2.85,2025,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,2,35000000
75.1,12.0,3.0,9.0,9.0,2.7,2019,2,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,1,42000000
60.0,12.0,2.0,4.0,10.0,2.7,2017,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,1,1,32000000
106.0,11.0,3.0,12.0,12.0,2.85,2019,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,2,2,120000000
108.0,11.0,3.0,10.0,16.0,3.0,2012,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,1,1,42000000
64.5,9.7,2.0,4.0,9.0,2.7,2017,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,2,39700000
98.0,11.0,4.0,5.0,9.0,2.8,1980,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,0,0,72000000
78.0,9.0,3.0,1.0,9.0,2.8,1994,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,37000000
59.6,11.0,2.0,3.0,11.0,3.0,2025,1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,27800000
59.0,13.0,2.0,4.0,5.0,2.8,2006,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,1,0,33500000
65.0,11.5,3.0,1.0,3.0,2.8,1980,3,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,0,0,38000000
67.0,8.0,3.0,5.0,5.0,2.8,1994,2,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,2,1,39000000
81.4,11.0,3.0,7.0,7.0,2.85,2024,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,0,36500000
49.9,11.0,2.0,3.0,12.0,2.7,2025,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,46500000
42.0,11.0,1.0,6.0,7.0,2.7,2023,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,30700000
62.0,9.0,2.0,5.0,5.0,2.8,2022,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,0,30900000
134.0,11.0,3.0,3.0,20.0,2.8,2011,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,2,0,75000000
55.5,11.0,2.0,11.0,13.0,2.7,2023,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,1,48000000
33.3,11.0,1.0,4.0,9.0,2.8,2024,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,0,27300000
67.0,11.0,2.0,2.0,6.0,2.85,2025,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,50500000
40.2,4.9,2.0,2.0,2.0,3.0,1970,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,2,38000000
83.0,13.1,3.0,3.0,9.0,2.8,2020,2,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,2,0,57000000
71.0,14.0,2.0,7.0,20.0,2.8,2021,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,2,68000000
50.0,15.0,2.0,1.0,5.0,3.0,2024,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,25000000
58.2,6.0,3.0,2.0,4.0,2.8,1968,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,1,36750000
77.0,11.0,3.0,11.0,17.0,2.8,2022,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,78900000
59.5,10.8,2.0,9.0,10.0,2.8,2022,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,0,32500000
47.0,11.0,2.0,3.0,4.0,3.0,2022,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,0,46850000
84.0,9.0,3.0,16.0,16.0,2.7,2010,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,38000000
75.0,11.5,3.0,8.0,9.0,2.7,2016,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,0,43000000
43.0,6.0,2.0,4.0,4.0,2.8,1963,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,0,25000000
80.0,11.0,3.0,1.0,9.0,2.7,1990,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,1,52000000
50.0,11.0,2.0,2.0,5.0,2.8,2023,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,0,1,36000000
59.6,11.0,2.0,7.0,11.0,3.0,2025,1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,27500000
44.0,6.0,2.0,2.0,2.0,2.8,1964,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,2,22000000
58.0,11.0,2.0,4.0,9.0,2.7,2022,2,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,1,36000000
68.9,12.0,2.0,3.0,10.0,2.8,2021,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,2,1,48000000
50.8,19.5,1.0,4.0,9.0,2.8,2008,2,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,1,0,30800000
131.0,11.0,3.0,2.0,3.0,3.0,2022,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,2,1,220000000
39.2,11.0,1.0,1.0,9.0,2.62,2025,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,22500000
59.7,4.0,3.0,4.0,4.0,2.8,1970,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,0,0,40000000
48.0,11.0,1.0,7.0,9.0,2.9,2002,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,1,32500000
89.6,15.0,3.0,9.0,10.0,2.8,2020,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,0,0,49500000
33.7,8.0,1.0,5.0,5.0,2.7,1989,2,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,1,19500000
125.0,25.0,4.0,3.0,3.0,3.25,2021,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,230500000
68.0,15.13,2.0,7.0,16.0,2.7,2022,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,2,86000000
62.0,11.0,2.0,1.0,10.0,3.0,2022,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,51500000
66.0,11.0,3.0,6.0,6.0,3.0,2024,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,2,65000000
49.5,5.1,2.0,7.0,17.0,2.7,2023,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,50000000
75.1,11.0,3.0,14.0,15.0,2.7,2023,1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,1,56500000
95.0,11.0,3.0,10.0,19.0,2.8,2012,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,2,2,62000000
90.0,11.0,3.0,4.0,13.0,2.8,2020,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,80000000
71.6,11.0,2.0,4.0,9.0,3.0,2024,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,96000000
125.0,14.8,3.0,12.0,12.0,2.85,2019,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,2,125500000
94.0,11.0,3.0,6.0,10.0,2.9,2010,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,1,75000000
86.0,12.0,3.0,5.0,5.0,2.7,2020,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,52500000
90.5,5.5,3.0,11.0,21.0,3.0,2008,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,2,2,65500000
62.0,11.0,1.0,1.0,10.0,3.0,2022,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,52000000
50.0,11.0,1.0,9.0,10.0,2.7,2021,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,29500000
70.0,11.0,2.0,2.0,3.0,3.0,2023,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,62500000
50.0,11.0,2.0,9.0,13.0,3.0,2025,1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,30500000
43.0,9.3,1.0,7.0,7.0,2.8,2015,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,20500000
52.5,9.8,2.0,3.0,3.0,2.5,1989,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,2,0,26500000
62.2,11.0,2.0,5.0,5.0,2.7,2018,2,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,1,0,41000000
39.0,11.0,2.0,10.0,12.0,3.0,2025,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,45000000
42.8,6.0,2.0,3.0,4.0,2.5,1966,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,32500000
114.3,11.0,3.0,12.0,12.0,2.8,2015,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,89000000
41.4,11.0,2.0,4.0,10.0,2.9,2012,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,42000000
40.9,11.0,2.0,4.0,4.0,2.8,1973,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,35000000
74.2,11.0,2.0,10.0,10.0,2.8,2025,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,37500000
75.0,12.0,3.0,10.0,12.0,2.85,2025,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,43999999
46.0,11.0,2.0,9.0,10.0,2.7,2025,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,0,29000000
157.1,19.3,4.0,9.0,15.0,3.0,2007,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,2,2,83700000
127.0,15.2,3.0,7.0,10.0,3.0,2012,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,2,93000000
70.0,8.9,3.0,1.0,5.0,2.7,1983,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,1,77000000
55.5,10.9,2.0,4.0,12.0,2.8,2022,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,2,92500000
50.0,11.0,2.0,12.0,14.0,2.7,2023,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,51750000
65.3,11.0,3.0,5.0,9.0,2.8,1986,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,2,1,52500000
41.2,9.0,1.0,4.0,5.0,2.8,1983,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,0,29000000
120.0,20.0,3.0,1.0,5.0,2.8,2010,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,2,1,70000000
44.0,6.0,2.0,1.0,4.0,2.6,1970,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,1,31500000
55.8,11.0,2.0,12.0,14.0,2.7,2023,-1,False,False,False,False,False,False,False,False,14.931964856764512,0.0,0.0,0.0,0.0,15.306989492919142,1,0,2,48000000
58.0,6.0,3.0,1.0,4.0,2.5,1963,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,1,44500000
90.0,11.0,3.0,4.0,6.0,2.9,2025,1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,0,63000000
72.7,11.0,3.0,9.0,12.0,2.7,2025,1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,1,50900000
54.0,11.0,1.0,2.0,9.0,2.8,2009,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,38000000
82.0,14.8,3.0,14.0,15.0,2.8,2007,-1,False,False,False,False,False,False,False,False,14.931964856764512,0.0,0.0,0.0,0.0,15.306989492919142,0,0,0,61000000
90.0,11.0,3.0,1.0,9.0,2.7,2018,1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,2,47000000
75.0,11.0,3.0,3.0,4.0,3.2,1950,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,1,1,90000000
115.0,11.0,3.0,6.0,7.0,3.3,2025,1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,2,147000000
73.5,11.0,3.0,10.0,10.0,2.7,2025,1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,27700000
95.0,11.0,4.0,7.0,9.0,3.0,2025,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,119000000
86.2,11.0,2.0,14.0,16.0,2.8,2006,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,60000000
87.0,11.0,3.0,5.0,9.0,3.0,2016,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,87000000
47.0,6.0,2.0,2.0,4.0,2.5,1975,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,1,27700000
64.0,10.0,3.0,3.0,5.0,2.7,1979,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,1,44000000
75.6,10.0,3.0,2.0,3.0,3.0,2025,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,73500000
102.7,18.9,3.0,2.0,5.0,3.0,2023,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,0,57000000
40.0,9.0,1.0,2.0,9.0,2.8,1987,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,33500000
45.8,11.0,1.0,5.0,5.0,2.7,1990,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,28500000
90.0,11.0,4.0,2.0,3.0,2.8,2024,-1,False,False,False,False,False,False,False,False,14.931964856764512,0.0,0.0,0.0,0.0,15.306989492919142,0,0,1,57000000
60.0,12.0,2.0,4.0,4.0,2.8,2019,3,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,0,0,31000000
60.0,6.0,3.0,2.0,4.0,2.7,1965,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,1,36000000
87.0,11.0,3.0,2.0,3.0,3.0,2020,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,2,1,86000000
35.0,9.0,1.0,9.0,9.0,2.7,2024,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,20000000
39.1,12.7,1.0,4.0,5.0,2.7,2018,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,24500000
110.0,10.0,3.0,3.0,8.0,3.3,2019,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,105000000
44.0,6.0,2.0,2.0,2.0,2.7,1976,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,1,0,23000000
97.0,11.0,3.0,6.0,12.0,3.0,2019,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,96990000
45.9,11.0,1.0,4.0,9.0,3.0,2027,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,25245000
55.5,8.6,2.0,5.0,5.0,2.8,1978,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,2,0,43980000
74.3,12.0,3.0,2.0,8.0,2.8,1975,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,1,63000000
82.0,11.0,3.0,9.0,9.0,2.8,2023,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,2,2,35500000
83.0,12.0,3.0,8.0,9.0,2.8,2010,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,2,0,42800000
82.0,12.0,4.0,5.0,5.0,2.7,1991,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,2,0,56430000
71.2,8.0,2.0,6.0,19.0,2.8,2012,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,2,52000000
60.3,12.0,2.0,6.0,9.0,2.7,1994,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,45000000
48.0,11.0,2.0,2.0,9.0,2.7,2020,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,29000000
240.0,11.0,5.0,3.0,4.0,3.0,2023,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,2,300000000
29.0,11.0,1.0,12.0,16.0,2.9,2025,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,27990000
76.0,10.4,4.0,5.0,5.0,2.83,1981,2,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,2,2,39900000
66.6,11.0,2.0,5.0,5.0,3.0,2014,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,32000000
82.0,12.1,3.0,6.0,14.0,2.7,2019,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,55000000
86.3,10.1,3.0,3.0,9.0,3.0,2018,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,55000000
100.0,11.0,3.0,10.0,18.0,3.0,2022,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,0,76000000
92.5,10.0,2.0,1.0,16.0,2.74,2023,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,1,62000000
51.0,14.96,2.0,8.0,17.0,2.8,2025,1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,38500000
58.1,6.0,3.0,4.0,4.0,2.8,1968,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,35500000
77.0,11.0,2.0,3.0,10.0,2.8,2021,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,0,53000000
36.0,11.0,1.0,2.0,12.0,3.0,2026,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,0,31999999
60.1,11.0,2.0,3.0,3.0,3.0,2021,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,49000000
72.0,11.0,2.0,13.0,13.0,2.8,2018,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,0,0,30000000
79.0,8.0,3.0,3.0,5.0,2.8,2021,2,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,2,52000000
92.2,8.7,3.0,1.0,5.0,2.7,1988,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,65000000
180.0,11.0,4.0,1.0,5.0,3.1,2018,2,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,175000000
171.19,11.0,5.0,21.0,21.0,3.0,2014,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,200000000
197.6,12.0,4.0,5.0,10.0,3.4,2017,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,2,2,310000000
30.0,6.5,1.0,2.0,5.0,2.7,2019,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,1,18999999
59.3,11.0,2.0,12.0,12.0,2.8,2022,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,43000000
44.0,11.0,1.0,4.0,9.0,2.85,2024,1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,1,1,25500000
73.9,8.7,4.0,1.0,4.0,2.5,1972,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,1,40000000
69.0,11.0,2.0,2.0,3.0,3.0,2013,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,0,0,19500000
36.1,11.0,2.0,5.0,5.0,2.8,1986,2,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,0,0,20000000
53.4,10.6,2.0,5.0,5.0,2.8,1980,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,1,35000000
68.0,11.0,2.0,2.0,9.0,2.9,2010,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,60000000
45.8,11.0,1.0,2.0,13.0,2.7,2023,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,1,0,2,33000000
57.6,13.0,2.0,3.0,4.0,3.0,2014,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,28500000
161.5,9.9,5.0,9.0,10.0,2.8,2009,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,2,1,60000000
59.0,10.3,2.0,10.0,12.0,3.0,2025,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,0,50000000
46.6,11.0,1.0,5.0,9.0,2.7,2025,1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,28000000
75.4,13.5,3.0,9.0,14.0,2.7,2018,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,53000000
105.5,11.0,3.0,7.0,13.0,3.0,2017,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,80500000
54.6,11.0,2.0,7.0,10.0,2.65,2017,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,2,44000000
30.4,11.0,1.0,2.0,10.0,2.8,2022,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,1,26000000
50.0,15.0,2.0,2.0,16.0,2.8,2021,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,2,45000000
50.0,8.0,2.0,5.0,5.0,2.8,1978,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,0,44000000
100.0,10.0,4.0,6.0,12.0,3.0,2019,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,97000000
47.0,11.0,2.0,10.0,10.0,3.0,2022,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,30999999
45.0,6.0,2.0,2.0,4.0,2.8,1963,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,1,31500000
39.4,9.7,1.0,5.0,6.0,2.8,2008,3,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,1,0,20500000
51.0,11.0,2.0,2.0,2.0,3.3,1956,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,38500000
67.7,9.2,2.0,6.0,6.0,3.0,2009,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,75500000
