total_area,kitchen_area,rooms,floor,floors_total,ceiling_height,house_year_clean,renovation_ord,district_Алатауский р-н,district_Алмалинский р-н,district_Ауэзовский р-н,district_Бостандыкский р-н,district_Жетысуский р-н,district_Медеуский р-н,district_Наурызбайский р-н,district_Турксибский р-н,dist_to_metro_km,schools_count,universities_count,malls_count,parks_count,kindergarten_density,has_complex,balcony_count,parking_level,price_clean
45.7,11.0,1.0,3.0,13.0,3.0,2024,1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,29500000
92.4,12.8,3.0,7.0,12.0,3.0,2024,1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,2,85000000
39.7,11.5,1.0,12.0,12.0,2.7,2023,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,0,32999999
98.0,14.0,3.0,10.0,12.0,2.8,2019,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,2,88000000
117.7,11.0,3.0,4.0,9.0,3.0,2024,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,0,164780000
42.0,11.0,2.0,3.0,4.0,2.8,1966,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,1,40000000
63.1,12.5,2.0,7.0,9.0,2.7,2010,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,39000000
72.0,11.0,2.0,11.0,17.0,2.7,2022,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,64500000
85.0,11.0,3.0,11.0,12.0,2.7,2021,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,64000000
111.0,11.0,2.0,4.0,9.0,3.0,2022,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,73260000
36.0,9.0,1.0,1.0,9.0,2.8,1988,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,32000000
82.0,14.0,4.0,5.0,5.0,2.9,1980,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,2,0,79500000
43.0,11.0,1.0,4.0,5.0,3.0,2024,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,31500000
70.0,11.0,3.0,10.0,12.0,2.8,2025,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,1,48000000
124.1,21.4,3.0,4.0,15.0,3.0,2008,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,2,0,111000000
58.0,11.0,3.0,3.0,5.0,2.8,1973,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,44000000
33.2,6.0,1.0,4.0,5.0,2.6,1978,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,1,1,27000000
92.1,11.0,4.0,18.0,18.0,2.95,2015,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,72000000
83.8,9.1,3.0,2.0,3.0,3.1,2022,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,80000000
59.8,6.7,2.0,2.0,10.0,2.7,2021,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,33500000
65.0,13.0,2.0,2.0,10.0,3.0,2024,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,1,61500000
78.0,11.0,3.0,4.0,12.0,2.6,2025,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,46500000
44.3,5.7,2.0,1.0,4.0,2.8,1970,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,1,30500000
50.0,11.0,1.0,7.0,9.0,2.8,2010,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,32000000
68.0,20.0,3.0,4.0,10.0,2.8,2019,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,0,68000000
40.0,11.0,1.0,8.0,12.0,3.0,2024,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,35700000
97.7,11.0,3.0,4.0,9.0,3.0,2026,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,77280700
221.9,11.0,4.0,4.0,9.0,3.5,2018,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,142349072
226.5,11.0,4.0,4.0,9.0,4.3,2024,-1,False,False,False,False,False,False,False,False,14.931964856764512,0.0,0.0,0.0,0.0,15.306989492919142,1,0,0,120536958
51.2,14.0,2.0,4.0,5.0,3.3,2025,1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,38400000
108.0,11.0,3.0,6.0,8.0,3.3,2019,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,102000000
98.0,6.6,3.0,1.0,6.0,2.85,2024,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,2,70000000
38.19,11.94,1.0,2.0,6.0,3.0,2026,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,1,2,27500000
53.7,7.5,2.0,1.0,2.0,3.0,1967,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,0,0,29000000
66.0,11.0,2.0,10.0,12.0,2.7,2025,1,False,False,False,False,False,False,False,False,14.931964856764512,0.0,0.0,0.0,0.0,15.306989492919142,0,0,0,32500000
71.0,11.0,3.0,10.0,10.0,2.7,2018,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,61000000
66.1,6.0,3.0,3.0,5.0,2.6,1977,0,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,0,41500000
62.2,11.0,3.0,1.0,2.0,2.4,1969,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,0,2,25000000
59.0,13.8,2.0,5.0,5.0,2.8,2007,2,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,1,35500000
86.0,10.0,4.0,5.0,5.0,2.7,1985,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,2,1,53000000
110.0,11.0,4.0,5.0,10.0,2.9,2021,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,2,2,87000000
69.0,11.0,3.0,6.0,6.0,2.8,1978,2,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,2,1,58500000
71.0,11.0,3.0,13.0,18.0,2.8,2012,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,2,47000000
52.9,11.1,2.0,4.0,4.0,2.64,1976,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,1,0,57777000
44.8,10.9,1.0,1.0,5.0,2.7,2020,0,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,0,27000000
92.3,8.2,4.0,4.0,5.0,3.0,1978,2,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,2,1,87000000
73.0,11.0,2.0,6.0,17.0,2.74,2023,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,1,0,56000000
34.0,11.0,1.0,10.0,12.0,2.85,2024,1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,19900000
53.6,11.0,2.0,1.0,4.0,3.0,2022,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,48000000
45.0,12.0,1.0,5.0,10.0,2.7,2025,1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,1,0,2,20500000
71.3,7.3,3.0,4.0,4.0,2.8,1969,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,1,66000000
43.1,11.0,2.0,3.0,6.0,3.0,2025,1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,33200000
95.0,13.5,3.0,12.0,12.0,3.0,2024,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,1,82000000
58.0,12.0,2.0,3.0,3.0,2.8,1986,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,1,2,31500000
75.0,14.0,2.0,11.0,13.0,3.0,2017,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,53500000
68.7,8.7,3.0,6.0,12.0,2.8,1989,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,2,0,37000000
88.4,12.8,3.0,9.0,9.0,2.8,2010,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,45800000
40.0,10.0,1.0,11.0,12.0,2.8,2025,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,1,0,2,25000000
92.3,11.0,2.0,16.0,16.0,2.8,2012,2,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,1,35500000
35.6,11.0,1.0,1.0,5.0,2.8,2024,1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,18990000
87.4,16.0,3.0,4.0,9.0,2.7,2020,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,1,55000000
51.2,6.1,2.0,1.0,4.0,2.9,1971,3,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,0,0,41500000
43.0,8.6,1.0,2.0,16.0,2.6,2010,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,1,28500000
75.0,10.0,3.0,1.0,5.0,2.6,1991,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,0,2,63000000
63.0,10.0,2.0,1.0,3.0,3.1,2023,1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,50000000
58.0,11.0,2.0,2.0,3.0,2.7,2025,1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,40000000
98.0,15.0,3.0,8.0,10.0,2.8,2022,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,2,0,61900000
45.0,11.0,2.0,9.0,9.0,2.7,2025,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,1,31000000
75.4,11.0,3.0,9.0,20.0,3.0,2011,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,51000000
35.0,11.0,1.0,1.0,9.0,2.7,2025,1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,2,21000000
45.5,15.0,2.0,4.0,5.0,2.85,2023,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,1,2,36000000
119.23,11.0,4.0,4.0,9.0,3.0,2026,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,66172650
52.39,11.0,2.0,4.0,9.0,2.7,2025,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,1,0,0,32481800
45.57,11.0,1.0,4.0,9.0,3.0,2025,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,0,63798000
36.0,11.0,1.0,6.0,10.0,2.8,2018,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,23000000
77.0,6.0,3.0,5.0,9.0,2.7,2022,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,2,1,46500000
54.9,14.0,2.0,5.0,6.0,2.7,2022,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,32999999
62.0,11.0,2.0,1.0,5.0,2.7,2018,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,0,46000000
51.3,8.1,2.0,4.0,5.0,2.7,1988,2,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,0,55000000
63.1,12.0,2.0,1.0,18.0,3.0,2021,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,58000000
33.1,10.2,1.0,3.0,3.0,2.8,2023,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,0,22000000
121.4,11.0,4.0,2.0,3.0,3.0,2024,1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,85000000
69.5,10.0,2.0,1.0,3.0,2.8,1976,0,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,2,1,33000000
61.0,11.0,2.0,4.0,16.0,2.7,2023,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,67000000
309.0,11.0,2.0,4.0,9.0,3.0,2022,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,400000000
63.0,11.0,2.0,4.0,5.0,2.8,2007,2,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,2,0,36000000
74.0,11.0,2.0,2.0,3.0,3.0,2024,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,59000000
40.0,14.0,1.0,5.0,6.0,2.7,2007,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,0,25000000
38.0,6.0,2.0,4.0,4.0,2.8,1963,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,0,30000000
60.0,26.0,2.0,9.0,16.0,3.0,2024,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,89500000
73.1,8.3,3.0,1.0,4.0,2.7,1967,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,0,0,63000000
63.5,11.0,3.0,6.0,7.0,2.85,2025,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,0,33000000
40.0,12.0,1.0,8.0,9.0,2.7,2013,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,0,23700000
57.0,15.0,2.0,1.0,10.0,2.8,2025,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,0,1,0,28000000
52.0,11.0,2.0,1.0,6.0,2.7,2023,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,28000000
89.0,12.0,3.0,8.0,9.0,2.7,2017,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,1,1,53000000
69.7,14.0,2.0,3.0,7.0,2.8,2022,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,0,42000000
62.3,11.1,2.0,7.0,9.0,3.0,2015,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,55000000
52.7,8.0,2.0,7.0,8.0,2.85,2025,1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,29700000
72.0,11.0,3.0,12.0,18.0,3.0,2024,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,50000000
56.1,11.0,2.0,7.0,12.0,2.75,2024,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,0,0,37000000
38.0,10.0,1.0,3.0,6.0,2.7,2025,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,33000000
112.0,11.0,4.0,14.0,15.0,3.0,2026,1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,0,2,99000000
63.1,9.0,2.0,4.0,5.0,2.7,2023,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,1,37000000
76.0,11.0,3.0,12.0,16.0,2.7,2023,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,72500000
44.3,11.0,1.0,4.0,10.0,2.7,2019,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,2,1,27000000
109.2,15.0,4.0,6.0,7.0,2.8,2021,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,2,110000000
82.0,15.0,3.0,8.0,12.0,3.0,2024,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,57000000
65.0,12.0,2.0,10.0,10.0,2.7,2022,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,1,0,35000000
65.0,15.0,2.0,4.0,9.0,2.85,2005,-1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,46000000
53.3,11.0,1.0,4.0,9.0,3.0,2023,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,63960000
76.0,12.0,3.0,5.0,6.0,2.7,2019,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,1,38000000
82.0,11.0,3.0,3.0,7.0,2.7,2022,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,2,48800000
45.7,11.0,1.0,4.0,9.0,3.0,2025,1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,29500000
63.5,11.0,3.0,1.0,4.0,2.8,1970,-1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,0,0,35500000
70.0,13.0,2.0,3.0,3.0,3.0,2022,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,2,1,26000000
39.6,6.0,1.0,14.0,22.0,2.8,2012,0,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,0,31000000
40.0,11.0,2.0,4.0,9.0,2.7,2020,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,1,27000000
120.0,30.0,3.0,5.0,5.0,2.7,2019,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,0,75000000
18.0,11.0,1.0,5.0,6.0,2.8,2012,-1,False,False,False,False,False,False,False,False,14.931964856764512,0.0,0.0,0.0,0.0,15.306989492919142,0,0,0,11500000
70.0,11.0,3.0,3.0,9.0,2.9,1984,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,0,0,0,65000000
260.0,13.0,6.0,7.0,7.0,3.0,2009,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,2,2,159000000
154.5,21.4,3.0,10.0,12.0,3.0,2012,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,2,2,137000000
71.2,15.6,3.0,1.0,9.0,2.8,2024,3,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,1,0,2,39900000
131.12,11.0,4.0,4.0,9.0,3.0,2024,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,216348000
48.0,11.0,2.0,2.0,4.0,2.8,2018,3,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,0,2,52000000
70.8,10.6,2.0,9.0,18.0,2.95,2015,2,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,0,65000000
32.32,11.0,1.0,6.0,9.0,3.0,2025,1,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,1,0,2,32000000
40.0,10.0,1.0,6.0,9.0,2.7,2025,1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,1,1,2,19200000
47.6,11.0,2.0,1.0,6.0,2.7,2023,3,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,29900000
45.25,11.0,1.0,4.0,9.0,3.0,2026,1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,2,21480000
92.5,11.0,3.0,3.0,3.0,3.0,2024,1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,57000000
65.5,11.0,3.0,10.0,12.0,2.7,2022,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,52000000
32.0,6.0,1.0,3.0,5.0,3.0,1975,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,1,1,32500000
84.0,16.0,3.0,1.0,10.0,2.7,2018,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,0,47000000
54.0,6.0,2.0,5.0,5.0,2.8,1980,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,0,1,1,65000000
58.0,13.0,2.0,2.0,5.0,2.8,1997,3,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,1,2,51000000
59.9,11.9,2.0,3.0,5.0,2.7,2020,2,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,2,34500000
69.0,12.0,2.0,8.0,9.0,2.8,2010,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,1,2,38000000
44.0,9.0,1.0,2.0,3.0,2.7,1985,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,1,0,28000000
42.0,12.0,1.0,5.0,9.0,3.0,2024,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,21000000
69.0,14.2,2.0,7.0,10.0,2.85,2022,3,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,2,46950000
69.0,11.0,2.0,4.0,9.0,2.7,2023,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,2,55000000
42.2,6.0,2.0,1.0,4.0,2.5,1970,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,0,2,33000000
75.4,12.0,3.0,9.0,9.0,2.8,2005,-1,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,1,2,45500000
30.5,5.7,1.0,4.0,5.0,2.51,1967,2,False,False,True,False,False,False,False,False,4.1589199343330785,60.0,4.0,14.0,11.0,20.0,0,0,0,25800000
48.0,11.0,2.0,4.0,9.0,2.8,2026,1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,0,0,31000000
28.2,11.0,1.0,7.0,9.0,2.75,2025,1,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,1,0,2,17500000
62.5,11.0,2.0,7.0,21.0,2.8,2012,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,1,1,1,46000000
143.8,23.0,4.0,7.0,8.0,3.3,2019,3,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,0,1,129000000
66.7,20.6,2.0,6.0,6.0,3.0,2010,-1,False,False,False,False,False,True,False,False,0.8927157848856486,32.0,16.0,17.0,25.0,15.0,1,1,2,61000000
21.0,5.0,1.0,1.0,2.0,2.8,2018,-1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,0,0,0,13000000
80.0,11.0,2.0,14.0,16.0,2.8,2017,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,75000000
72.2,10.1,2.0,3.0,3.0,2.7,1975,2,False,False,False,False,True,False,False,False,4.9878276096819105,38.0,0.0,12.0,15.0,14.0,0,2,0,42000000
72.3,10.1,3.0,10.0,12.0,2.8,1988,-1,False,True,False,False,False,False,False,False,0.4395892137986272,46.0,18.0,18.0,30.0,18.0,0,2,0,59000000
66.4,12.0,2.0,6.0,9.0,2.7,2022,2,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,2,0,35000000
80.0,11.0,3.0,6.0,6.0,2.7,2022,-1,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,48000000
36.7,11.0,1.0,3.0,9.0,3.0,2025,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,2,42000000
60.0,11.0,2.0,6.0,12.0,2.85,2024,1,True,False,False,False,False,False,False,False,4.7409534858537015,11.0,0.0,0.0,4.0,8.0,1,0,2,30000000
101.0,18.0,3.0,2.0,4.0,3.2,2020,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,2,99000000
76.0,12.0,3.0,5.0,5.0,2.8,2018,2,False,False,False,False,False,False,False,True,12.330674907186511,23.0,5.0,5.0,19.0,10.0,0,1,1,39900000
85.0,11.0,3.0,14.0,16.0,2.8,2019,-1,False,False,False,True,False,False,False,False,5.511278113736841,49.0,7.0,10.0,24.0,22.0,1,1,0,91000000
86.8,11.0,3.0,3.0,10.0,2.7,2022,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,0,0,50000000
60.0,11.0,3.0,4.0,9.0,2.8,2022,3,False,False,False,False,False,False,True,False,14.931964856764512,6.0,0.0,0.0,1.0,6.0,1,1,1,42000000
